County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng,CountyName,State
"Willacy County, TX",597.6004743999998,0,14,4,113,226,463,16,7,21921,4.09,4.0,1.48,50,26.20545627237403,-97.72168730207602,Willacy County,TX
"Cook County, IL",596.6569350999998,566,463,15583,14657,34233,115634,20245,892,5240700,4.24,4.25,1.9795918367346936,50,41.822861622849686,-87.90356456850051,Cook County,IL
"Clark County, IN",593.2458517000001,3,16,73,579,954,3388,263,4,112938,4.08,4.0,1.4545454545454546,50,38.36543140924152,-85.71370665834304,Clark County,IN
"DeKalb County, GA",592.9851123,80,163,2140,1847,10669,21449,5575,184,713340,4.17,4.0,1.625,50,33.80151719660848,-84.25335239707009,DeKalb County,GA
"Potter County, TX",592.6303417,5,60,154,502,1218,3529,363,30,121661,4.23,4.0,1.7142857142857142,50,35.189386277064784,-101.87828521756495,Potter County,TX
"Arkansas County, AR",591.1487457999998,0,4,24,83,339,429,34,7,18777,4.0,4.0,1.3333333333333333,10,34.284371751955206,-91.33537459088085,Arkansas County,AR
"Chicot County, AR",591.0895457,0,4,8,56,83,171,2,2,11335,3.65625,3.75,1.625,16,33.305616158993416,-91.23309031405745,Chicot County,AR
"Cochise County, AZ",590.856781,4,40,52,669,713,2662,197,32,129473,4.23,4.25,1.6666666666666667,50,31.662702974398083,-110.06172905327908,Cochise County,AZ
"Wyandotte County, KS",590.457901,16,90,286,554,1834,5085,1256,80,160384,4.28,4.5,1.5416666666666667,50,39.070973493211845,-94.70846865449744,Wyandotte County,KS
"Turner County, GA",590.1155643,0,6,4,38,46,161,19,3,8134,3.0,3.0,1.25,18,31.704370401981837,-83.64688222121761,Turner County,GA
"Lake County, CA",588.7879737000002,3,33,60,280,766,958,201,25,63860,3.861111111111111,4.0,1.5,18,39.04834922770931,-122.664539081455,Lake County,CA
"Luna County, NM",588.0206009999997,0,9,6,130,243,583,28,4,24659,3.76530612244898,4.0,1.2972972972972974,49,32.266324531271195,-107.75161433042871,Luna County,NM
"Manatee County, FL",585.7833537,26,141,388,1449,2720,7699,404,14,342106,4.03,4.0,1.8723404255319152,50,27.401734856518672,-82.4542700118952,Manatee County,FL
"Hampden County, MA",583.3274487000001,11,151,788,1776,4570,9836,1231,115,467319,4.19,4.0,1.673469387755102,50,42.1375909928263,-72.59632105959591,Hampden County,MA
"Haralson County, GA",582.5583436000003,1,6,4,155,310,442,90,1,28495,3.57,3.5,1.2857142857142858,50,33.714992485207844,-85.1964195116715,Haralson County,GA
"New Castle County, DE",581.7888096,46,130,1167,1855,4310,12637,1015,22,549684,4.07,4.0,1.7272727272727273,50,39.62115898281415,-75.63965406933727,New Castle County,DE
"Calhoun County, AL",580.7976974,6,37,131,504,1710,3482,147,34,116736,3.99,4.0,1.4615384615384617,50,33.75436326833458,-85.8106219840393,Calhoun County,AL
"Jackson County, IL",580.1317417,1,29,53,264,488,1683,73,20,59814,3.534482758620689,4.0,1.2857142857142858,29,37.768548170241104,-89.34409848474817,Jackson County,IL
"St. James Parish, LA",579.2570797999998,1,6,9,110,128,401,16,0,21752,3.6739130434782608,4.0,1.5833333333333333,23,30.03730133404708,-90.74975227346144,St. James Parish,LA
"Sullivan County, TN",578.5625339,3,56,70,777,1077,4129,299,37,156595,4.18,4.5,1.475,50,36.55833526783419,-82.23128163635573,Sullivan County,TN
"Greenville County, SC",577.3131534,20,189,451,2078,4000,11148,1254,67,474266,4.25,4.25,1.836734693877551,50,34.849849644900516,-82.40244975551383,Greenville County,SC
"Concordia Parish, LA",577.2429312,2,4,5,107,142,304,18,0,20442,4.18,4.0,1.8292682926829267,50,31.432182412679282,-91.43379364637795,Concordia Parish,LA
"Jefferson County, KY",576.7462264,78,266,1557,2465,8103,21941,2430,250,756832,4.38,4.5,1.8979591836734693,50,38.23754794033316,-85.70567715569331,Jefferson County,KY
"Kern County, CA",575.8432818,65,174,1313,3424,10931,17584,6246,589,864124,4.35,4.5,1.6,50,35.360906105131825,-118.99602698719765,Kern County,CA
"Clayton County, GA",575.2781772999998,28,71,693,728,4477,7068,1636,34,264220,4.07,4.0,1.5652173913043481,50,33.52223859720981,-84.35579863086231,Clayton County,GA
"Plumas County, CA",572.6708732999998,0,15,1,92,143,271,23,0,18859,4.28125,4.5,1.2857142857142858,16,39.999290778221436,-120.89049934966263,Plumas County,CA
"Emporia city, VA",572.6556908,0,3,5,24,71,213,15,2,5588,3.0357142857142856,3.0,1.3478260869565215,28,36.69804929846981,-77.54661443983228,Emporia city,VA
"Kershaw County, SC",571.0538102,2,30,26,299,663,1333,124,4,62516,3.488888888888889,3.5,1.2758620689655171,45,34.246044798476376,-80.6235457800088,Kershaw County,SC
"Mecosta County, MI",570.6597383,0,20,0,226,181,691,27,4,43108,3.84375,4.0,1.75,16,43.605163453745966,-85.30760328715431,Mecosta County,MI
"Natchitoches Parish, LA",569.7787317000002,4,7,24,188,518,1223,50,4,39138,3.55,3.5,1.7179487179487178,50,31.74979689487433,-93.09084213329069,Natchitoches Parish,LA
"Eddy County, NM",569.6670332,7,26,19,263,628,1596,133,7,55471,3.52,3.5,1.380952380952381,50,31.140218370815788,-99.31653290716605,Eddy County,NM
"Union County, SC",567.2493757,2,9,20,128,270,776,31,8,28030,3.3529411764705883,3.75,1.1904761904761905,34,34.71898252594314,-81.64316801436897,Union County,SC
"West Carroll Parish, LA",566.9428696,0,0,0,65,49,285,10,3,11465,4.0,4.5,1.25,6,32.860742708813,-91.38935024266571,West Carroll Parish,LA
"Vermilion County, IL",565.1757149,4,63,88,299,955,1979,124,27,80329,3.83,4.0,1.5897435897435896,50,40.07013555670513,-87.48029419181844,Vermilion County,IL
"Rio Arriba County, NM",563.9848272999999,1,5,38,182,401,396,39,3,40072,4.19,4.0,1.5227272727272727,50,36.103641015292354,-106.25177439220978,Rio Arriba County,NM
"Cumberland County, NC",562.7993899,30,95,728,980,6378,11924,999,104,325871,3.93,4.0,1.627906976744186,50,35.06187705781886,-78.88028904717136,Cumberland County,NC
"Hardeman County, TN",562.6092907000002,4,3,11,130,225,376,54,8,26306,3.8461538461538463,4.0,1.4285714285714286,13,35.25662010418914,-88.99317325951874,Hardeman County,TN
"Independence County, AR",562.2077466,0,22,16,170,601,830,121,25,36997,3.391304347826087,3.5,1.4242424242424243,46,35.762097177885146,-91.62733637411966,Independence County,AR
"St. Mary Parish, LA",562.1649888999998,1,19,41,240,412,1329,73,3,53543,4.31,4.5,1.6511627906976745,50,29.942569591031514,-91.5973809522303,St. Mary Parish,LA
"Chambers County, AL",562.0279843,1,7,24,160,374,875,96,5,34162,4.9,5.0,1.0,5,32.89611052948146,-85.41225500657916,Chambers County,AL
"Tehama County, CA",561.3968313999999,3,17,36,298,451,896,160,5,63057,3.98,4.0,1.6382978723404256,50,40.18251569142601,-122.22699006530048,Tehama County,CA
"Brooks County, GA",560.7115236000002,0,12,10,65,117,328,34,0,15516,4.181818181818182,4.5,1.2222222222222223,11,30.799396491213866,-83.55308172754945,Brooks County,GA
"Champaign County, IL",560.2815072999998,4,129,226,789,1571,4040,166,47,204897,4.11,4.0,1.62,50,40.113734960646,-88.23197493992184,Champaign County,IL
"Glynn County, GA",559.4542867,6,13,125,312,957,2814,112,8,81508,4.16,4.25,1.5333333333333334,50,31.19738842495738,-81.49694230314839,Glynn County,GA
"Petersburg city, VA",559.3459955,5,7,59,111,395,939,107,7,32538,4.1,4.0,1.702127659574468,50,37.21597986201011,-77.39680940140224,Petersburg city,VA
"Norfolk city, VA",558.2211677,34,88,502,750,2327,8972,759,62,246139,4.29,4.5,1.75,50,36.87151198453881,-76.2725763126043,Norfolk city,VA
"Henderson County, IL",557.9399142000002,0,1,1,37,69,103,0,1,6990,4.0,4.0,1.56,36,40.81827545197624,-91.09119638748413,Henderson County,IL
"Sierra County, CA",557.9258287,0,0,0,17,16,37,2,1,3047,4.55,5.0,1.75,10,39.475117389120605,-120.73259480721599,Sierra County,CA
"East Carroll Parish, LA",557.8430070000002,3,0,3,36,57,68,0,0,7529,4.333333333333333,4.5,1.5,6,32.788372044913885,-91.18760303916542,East Carroll Parish,LA
"Claiborne County, TN",557.6679341,1,4,13,158,369,425,51,9,31560,3.5869565217391304,3.5,1.4,23,36.45732690049201,-83.58603696496179,Claiborne County,TN
"Mecklenburg County, NC",556.9251355,54,240,1886,3339,8340,25995,2295,233,990977,4.29,4.5,1.62,50,35.232213773812525,-80.82243363617519,Mecklenburg County,NC
"Del Norte County, CA",556.0937107999998,1,22,24,108,288,283,116,6,27873,4.34,4.5,1.7027027027027026,50,41.790966893144045,-124.15493111054968,Del Norte County,CA
"Prince George's County, MD",555.679764,63,173,2450,2260,6050,20025,5092,159,890081,4.19,4.0,1.9166666666666667,50,38.874097616664436,-76.9686265353955,Prince George's County,MD
"Lafayette Parish, LA",554.9178019999998,17,37,267,960,2110,6959,396,46,230845,4.3,4.5,1.64,50,30.201949491919,-92.03432888979252,Lafayette Parish,LA
"Butler County, MO",554.7431702,1,18,35,185,446,1524,79,10,43083,3.75,4.0,1.4358974358974361,50,36.76547693252596,-90.41409957674766,Butler County,MO
"Sumter County, AL",553.8507597,1,2,4,67,99,194,15,0,13361,3.3928571428571432,3.5,1.3,14,32.61440928249189,-88.1810856648563,Sumter County,AL
"Maury County, TN",552.7632192000002,5,28,45,385,518,1640,80,11,83761,4.1,4.25,1.4761904761904765,50,35.610440009057605,-87.04593257458176,Maury County,TN
"Mobile County, AL",552.3100664,46,87,661,1493,4458,12315,1034,92,414079,4.28,4.5,1.76,50,30.676227411867853,-88.16340104376108,Mobile County,AL
"St. Landry Parish, LA",551.2018597,7,28,69,356,823,1641,84,3,83454,3.72,4.0,1.4166666666666667,50,30.532987990730707,-92.0747326137582,St. Landry Parish,LA
"Cumberland County, NJ",551.0639921000002,7,32,316,512,2033,4567,164,33,157332,3.89,4.0,1.5,50,39.41558805294441,-75.0765068761954,Cumberland County,NJ
"Tift County, GA",551.0599216,5,18,45,154,369,1514,68,16,40286,3.8,4.0,1.5,50,31.455979431647183,-83.51970870987435,Tift County,GA
"Pinellas County, FL",550.6712247,44,361,1206,3505,7392,24499,1755,167,929048,4.43,4.5,1.6122448979591837,50,27.896201109742808,-82.73650763142696,Pinellas County,FL
"Roanoke city, VA",550.4493982999999,9,39,141,353,939,3602,248,43,98465,4.2,4.0,1.7083333333333333,50,37.27407508593214,-79.95239490938536,Roanoke city,VA
"Clarendon County, SC",550.1382623,1,10,31,147,352,904,82,11,34355,3.2564102564102564,3.5,1.1111111111111112,39,33.691681652123435,-80.22570014810654,Clarendon County,SC
"Chaves County, NM",549.9597405000002,8,37,48,269,756,2141,110,14,65823,3.9,4.0,1.3783783783783785,50,33.38444225642362,-104.52235939776234,Chaves County,NM
"Quitman County, GA",549.2184199,0,0,0,13,18,24,2,0,2367,4.5,4.5,1.6,8,31.8456937753754,-84.92960247856367,Quitman County,GA
"Wicomico County, MD",549.080241,5,30,148,371,764,2494,109,33,100896,4.0,4.0,1.8163265306122451,50,38.37164097918465,-75.5938585988318,Wicomico County,MD
"Sacramento County, CA",547.6937429,79,383,2560,4986,11383,28679,8416,244,1462131,4.14,4.0,1.6122448979591837,50,38.41363324498712,-121.41319687990227,Sacramento County,CA
"Andrews County, TX",547.6516459,1,20,0,71,78,258,18,0,16799,3.0384615384615383,3.0,1.2424242424242424,39,32.316701410837915,-102.53690220177023,Andrews County,TX
"Stanislaus County, CA",547.1073719999998,38,129,788,1920,5551,12425,4085,117,525491,4.18,4.0,1.6,50,37.634530585795055,-120.97620522416432,Stanislaus County,CA
"Spalding County, GA",546.7734102000002,3,24,82,240,797,2288,160,3,63829,3.92,4.0,1.4418604651162792,50,33.260526065933625,-84.2802563546146,Spalding County,GA
"Victoria County, TX",543.1643489,6,48,50,385,761,2218,130,19,90028,4.01,4.0,1.6,50,28.82101022036045,-96.9943352212881,Victoria County,TX
"St. Francis County, AR",542.9200293,4,7,45,92,465,1081,34,9,27260,3.216666666666667,3.5,1.1176470588235294,30,35.02710129017771,-90.79112070665293,St. Francis County,AR
"Wirt County, WV",542.2809693,0,1,0,31,42,57,11,2,5901,4.03,4.0,1.5952380952380951,50,39.236552257103966,-81.55086000181637,Wirt County,WV
"Halifax County, NC",540.6618899,7,28,55,199,732,1226,81,13,53453,4.06,4.0,1.5227272727272727,50,36.18953285077239,-77.73584197566134,Halifax County,NC
"Jeff Davis County, GA",539.8560384,1,0,3,77,115,346,10,2,15004,3.0588235294117645,3.5,1.4166666666666667,17,31.86683953128476,-82.5997948034488,Jeff Davis County,GA
"Cecil County, MD",538.6947691,2,38,119,390,870,2362,138,45,101913,3.89,4.0,1.826086956521739,50,39.57235785021381,-76.04284593371005,Cecil County,MD
"Brevard County, FL",537.9223453,30,199,505,2229,3945,11867,847,64,550823,4.29,4.5,1.7755102040816326,50,28.32463267053491,-80.67901842636388,Brevard County,FL
"Butler County, AL",537.8731803999998,6,5,11,87,182,408,30,3,20265,3.4166666666666665,3.5,1.4,6,31.804509006306702,-86.66109248316593,Butler County,AL
"Montgomery County, TN",536.6094754,12,60,104,812,1171,3265,230,29,184119,4.2,4.0,1.4772727272727273,50,36.52949027786296,-87.33900088709841,Montgomery County,TN
"Beaufort County, SC",536.5518686,12,48,146,716,1299,3522,219,26,171838,4.17,4.0,1.8888888888888888,50,32.41549658518329,-80.69002990222666,Beaufort County,SC
"Forsyth County, NC",535.9614638999999,8,99,469,1360,5413,11233,831,112,361220,4.07,4.0,1.84,50,36.097181353030564,-80.26618459706997,Forsyth County,NC
"Fresno County, CA",534.2980847,76,170,1410,3448,10493,24451,6909,415,955272,4.28,4.5,1.38,50,36.79821425883749,-119.70785215590692,Fresno County,CA
"Kent County, DE",534.1880342000002,4,47,161,693,1230,4743,213,196,169416,3.98,4.0,1.6170212765957446,50,39.133806737050186,-75.52651217309304,Kent County,DE
"Howard County, TX",533.9308933,3,20,12,158,303,908,54,7,36147,3.74,4.0,1.5116279069767442,50,32.24786809544391,-101.47301370441795,Howard County,TX
"Putnam County, GA",533.4331571,0,7,13,94,173,324,11,1,21371,3.5,4.0,1.368421052631579,25,33.357888192537324,-83.32802146236375,Putnam County,GA
"Morgan County, MO",532.9385639999998,3,0,1,104,154,248,25,0,20265,4.131578947368421,4.0,1.1111111111111112,19,38.41669302234635,-92.84313993702641,Morgan County,MO
"Anson County, NC",531.3252552,1,15,30,93,508,769,38,3,26161,3.217391304347826,3.0,1.25,23,34.96685545155645,-80.06741348609462,Anson County,NC
"Allen County, OH",530.8742806,8,73,120,358,1042,2646,132,25,105298,3.76,4.0,1.6666666666666667,50,40.74733110378431,-84.12712248699465,Allen County,OH
"Clinch County, GA",529.8013245,2,0,8,26,75,171,2,1,6795,3.82,4.0,1.368421052631579,50,31.14999924794311,-82.46039416186355,Clinch County,GA
"Wilkes County, GA",529.4705295,1,1,1,50,50,126,5,0,10010,3.807692307692308,4.0,1.375,13,33.736318074354145,-82.73573456948465,Wilkes County,GA
"Muskegon County, MI",529.2150075000002,4,119,192,590,1800,5164,305,61,171008,3.99,4.0,1.4444444444444444,50,43.24391500894614,-86.23097456601641,Muskegon County,MI
"Lincoln County, WV",528.7814834,2,5,9,98,226,525,56,4,21559,4.17,4.0,1.7551020408163265,50,38.40524635379673,-82.12865453144441,Lincoln County,WV
"Gadsden County, FL",528.2071265,5,12,25,202,444,659,42,5,46194,3.54,4.0,1.2142857142857142,25,30.593488484685434,-84.61774747048041,Gadsden County,FL
"Bullock County, AL",526.3652599,0,2,12,43,98,55,3,23,10639,4.0625,4.25,1.5,8,32.14239329698337,-85.71890734470115,Bullock County,AL
"Dauphin County, PA",525.2143487,18,154,527,724,1533,5404,288,56,270937,3.96,4.0,1.7826086956521738,50,40.32184896050822,-76.77831504382813,Dauphin County,PA
"Hill County, MT",525.1086432,0,17,1,69,40,519,36,11,16568,3.641025641025641,3.5,1.5769230769230769,39,48.53276543660405,-109.73243369005534,Hill County,MT
"Bibb County, GA",524.1693111999998,24,56,292,439,2395,6307,683,211,154721,4.21,4.0,1.5106382978723405,50,32.839296574769946,-83.66362873936481,Bibb County,GA
"Knox County, TN",522.4662747,25,150,612,1536,4205,12733,1372,46,444622,4.32,4.5,1.84,50,35.967437043903125,-83.93941029272008,Knox County,TN
"Vance County, NC",522.2281735,11,8,97,118,1029,1800,167,12,44808,3.29,3.0,1.351351351351351,50,36.33284785076327,-78.41632563671577,Vance County,NC
"Bryan County, OK",522.1046922,1,17,9,204,366,865,76,2,44244,4.34,4.5,1.5555555555555556,50,33.81224313180072,-96.44646861943829,Bryan County,OK
"Cuyahoga County, OH",521.2349405,99,489,3719,2277,12781,21517,4681,367,1263154,4.27,4.0,1.9347826086956519,50,41.48324459810016,-81.69510464557185,Cuyahoga County,OH
"Taney County, MO",520.7652823,0,10,26,243,351,1564,102,3,53575,3.977272727272727,4.25,1.3571428571428572,22,36.68199611134522,-93.14135090839851,Taney County,MO
"Martin County, NC",519.0092409,3,4,32,84,425,619,40,6,23699,3.4,3.5,1.2777777777777777,25,35.839393662623635,-77.06463273345813,Martin County,NC
"McMinn County, TN",517.7585449,0,18,37,216,483,1426,136,13,52341,3.77,4.0,1.4772727272727273,50,35.452073770734096,-84.61661974471086,McMinn County,TN
"Dallas County, AR",516.8284382,2,5,7,27,80,144,5,1,7933,3.548387096774193,3.5,1.0588235294117647,31,34.099837551843194,-92.51871161717935,Dallas County,AR
"Delaware County, PA",516.0390268,30,89,849,1932,2309,9745,602,59,561973,4.12,4.0,1.6875,50,39.921960422075074,-75.3835193359689,Delaware County,PA
"Ward County, TX",515.8306652,2,5,2,49,70,226,7,0,11244,3.82,3.75,1.6,50,31.355714048211237,-103.14243030645466,Ward County,TX
"Gibson County, TN",515.5994096,0,7,21,227,367,812,49,9,49457,3.875,4.25,1.181818181818182,16,35.99066448213857,-88.95052699149163,Gibson County,TN
"Bristol County, MA",515.394913,6,186,692,1965,3653,8599,876,105,552780,4.1,4.0,1.425531914893617,50,41.75208045357892,-71.14582894433582,Bristol County,MA
"Oconee County, SC",514.3580518,5,32,17,332,662,1456,157,13,75045,3.98,4.0,1.3823529411764706,50,34.73326908671215,-83.03395483102432,Oconee County,SC
"Etowah County, AL",513.8024266,2,45,126,361,1241,2674,294,42,103931,3.99,4.0,1.568181818181818,50,33.99753917787566,-86.02447848287397,Etowah County,AL
"Pontotoc County, OK",513.2659507000002,3,25,11,156,292,740,77,0,37992,3.29,3.5,1.368421052631579,50,34.83773334752894,-97.18087368844287,Pontotoc County,OK
"Monroe County, FL",512.1085513,3,33,66,289,638,2549,144,6,76351,4.33,4.5,1.9791666666666667,50,24.572758524019328,-81.72823531274469,Monroe County,FL
"Gonzales County, TX",512.0126034,2,15,4,83,166,351,25,1,20312,3.7,3.5,1.1666666666666667,30,29.508039828214873,-97.45153003910109,Gonzales County,TX
"Abbeville County, SC",511.8566801,0,5,12,111,216,496,25,13,25007,3.5535714285714284,4.0,1.1428571428571428,28,34.16100890846505,-82.36845934226093,Abbeville County,SC
"Galax city, VA",511.7270789,0,10,1,25,17,289,6,0,7035,3.635135135135135,4.0,1.24,37,36.67679782301483,-80.91380921474996,Galax city,VA
"Dorchester County, MD",508.2669933,1,15,36,114,296,784,49,11,32660,4.08,4.0,1.8863636363636365,50,38.49279409770008,-76.02769406178625,Dorchester County,MD
"Lawrence County, PA",508.2108515,4,14,93,343,635,1401,73,13,89333,3.98,4.0,1.380952380952381,50,40.99712961897351,-80.33645914938919,Lawrence County,PA
"Ben Hill County, GA",508.1358835,0,23,12,54,180,303,24,3,17515,3.6428571428571432,4.0,1.3076923076923077,21,31.70562687623313,-83.24966539392256,Ben Hill County,GA
"Kings County, CA",508.081611,4,55,106,602,813,2222,405,34,150960,4.15,4.0,1.3877551020408163,50,36.29646917162785,-119.69685480241074,Kings County,CA
"Baltimore County, MD",508.01018210000007,24,147,1368,2642,4083,18013,1572,257,823015,4.3,4.5,2.0212765957446805,50,39.292859532808585,-76.60446469896425,Baltimore County,MD
